
> neural-bet-predictor@1.0.0 start /home/felipe/neural-bet-predictor
> ts-node src/index.ts

iterations: 500, training error: 0.20648592554040404
iterations: 331000, training error: 0.03354560182673202
iterations: 331500, training error: 0.033542997095036865
iterations: 332000, training error: 0.03354050751111749
iterations: 332500, training error: 0.033538038007324085
iterations: 333000, training error: 0.03353567541757304
iterations: 333500, training error: 0.033533365595101894
iterations: 334000, training error: 0.033531061546395284
iterations: 334500, training error: 0.03352881376510282
iterations: 335000, training error: 0.033526615190872605
iterations: 335500, training error: 0.03352451976199038
iterations: 336000, training error: 0.033522455757262
iterations: 336500, training error: 0.03352041877907757
iterations: 337000, training error: 0.03351842406223187
iterations: 337500, training error: 0.033516457617259736
iterations: 338000, training error: 0.03351456523238656
iterations: 338500, training error: 0.03351266717077021
iterations: 339000, training error: 0.03351075207537168
iterations: 339500, training error: 0.03350892116217652
iterations: 340000, training error: 0.03350712391085693
iterations: 340500, training error: 0.033505359227340444
iterations: 341000, training error: 0.03350360517263445
iterations: 341500, training error: 0.03350188194340625
iterations: 342000, training error: 0.03350018437573242
iterations: 342500, training error: 0.033498511638917976
iterations: 343000, training error: 0.03349689142081626
iterations: 343500, training error: 0.03349530285922052
iterations: 344000, training error: 0.03349376552635634
iterations: 344500, training error: 0.03349227428376172
iterations: 345000, training error: 0.03349075122762244
iterations: 345500, training error: 0.03348928244825815
iterations: 346000, training error: 0.033487856057529825
iterations: 346500, training error: 0.033486436961328366
iterations: 347000, training error: 0.03348503305445241
iterations: 347500, training error: 0.03348365421789864
iterations: 348000, training error: 0.03348229473509197
iterations: 348500, training error: 0.03348098388307094
iterations: 349000, training error: 0.0334796996168504
iterations: 349500, training error: 0.0334784098548567
iterations: 350000, training error: 0.03347713248491051
iterations: 350500, training error: 0.033475877129129784
iterations: 351000, training error: 0.03347464742047671
iterations: 351500, training error: 0.03347343024880442
iterations: 352000, training error: 0.03347227489586538
iterations: 352500, training error: 0.03347111888899729
iterations: 353000, training error: 0.033469998996697496
iterations: 353500, training error: 0.03346890474922211
iterations: 354000, training error: 0.0334678225312965
iterations: 354500, training error: 0.03346672897329106
iterations: 355000, training error: 0.03346566989902407
iterations: 355500, training error: 0.033464645034654406
iterations: 356000, training error: 0.033463651625034396
iterations: 356500, training error: 0.03346266390422298
iterations: 357000, training error: 0.033461673197505065
iterations: 357500, training error: 0.03346071341338748
iterations: 358000, training error: 0.033459810135134306
iterations: 358500, training error: 0.033458903696356804
iterations: 359000, training error: 0.03345800746114732
iterations: 359500, training error: 0.03345709426487127
iterations: 360000, training error: 0.03345619760624889
iterations: 360500, training error: 0.03345535176489387
iterations: 361000, training error: 0.03345449825728953
iterations: 361500, training error: 0.033453643879759416
iterations: 362000, training error: 0.033452794193370605
iterations: 362500, training error: 0.03345194383696058
iterations: 363000, training error: 0.033451119494820214
iterations: 363500, training error: 0.03345031215629873
iterations: 364000, training error: 0.033449509996209464
iterations: 364500, training error: 0.0334487488919194
iterations: 365000, training error: 0.03344800875180455
iterations: 365500, training error: 0.03344728409237846
iterations: 366000, training error: 0.033446570353471795
iterations: 366500, training error: 0.03344587133105748
iterations: 367000, training error: 0.033445183369348326
iterations: 367500, training error: 0.0334444778253032
iterations: 368000, training error: 0.03344378617613773
iterations: 368500, training error: 0.03344309444467316
iterations: 369000, training error: 0.03344241464470517
iterations: 369500, training error: 0.03344174412833777
iterations: 370000, training error: 0.03344110707053021
iterations: 370500, training error: 0.03344047633719018
iterations: 371000, training error: 0.03343983614979037
iterations: 371500, training error: 0.03343920451906116
iterations: 372000, training error: 0.03343858913012088
iterations: 372500, training error: 0.033437977683912
iterations: 373000, training error: 0.03343736891544629
iterations: 373500, training error: 0.03343677753445307
iterations: 374000, training error: 0.03343618424402798
iterations: 374500, training error: 0.03343559089716293
iterations: 375000, training error: 0.033435018600266216
iterations: 375500, training error: 0.033434455472810445
iterations: 376000, training error: 0.033433887201272605
iterations: 376500, training error: 0.03343330272449515
iterations: 377000, training error: 0.0334327108739138
iterations: 377500, training error: 0.03343214291273093
iterations: 378000, training error: 0.033431575813604245
iterations: 378500, training error: 0.03343102086185243
iterations: 379000, training error: 0.0334304517369463
iterations: 379500, training error: 0.033429901252571455
iterations: 380000, training error: 0.03342936768748541
iterations: 380500, training error: 0.033428852899362475
iterations: 381000, training error: 0.033428331472079124
iterations: 381500, training error: 0.033427812665994275
iterations: 382000, training error: 0.0334272861208122
iterations: 382500, training error: 0.03342674522332674
iterations: 383000, training error: 0.033426229647215505
iterations: 383500, training error: 0.033425739329611986
iterations: 384000, training error: 0.03342524291053808
iterations: 384500, training error: 0.03342476555395254
iterations: 385000, training error: 0.03342429456433461
iterations: 385500, training error: 0.033423802802594396
iterations: 386000, training error: 0.03342331234583754
iterations: 386500, training error: 0.03342282114261559
iterations: 387000, training error: 0.033422335900114494
iterations: 387500, training error: 0.0334218799843512
iterations: 388000, training error: 0.03342142652788149
iterations: 388500, training error: 0.03342098622103241
iterations: 389000, training error: 0.033420536235348505
iterations: 389500, training error: 0.03342007195220134
iterations: 390000, training error: 0.033419634811479235
iterations: 390500, training error: 0.033419192978703494
iterations: 391000, training error: 0.033418756538097165
iterations: 391500, training error: 0.03341831650411372
iterations: 392000, training error: 0.03341788336021644
iterations: 392500, training error: 0.033417446687908144
iterations: 393000, training error: 0.033417013598109335
iterations: 393500, training error: 0.03341662010999799
iterations: 394000, training error: 0.0334162103787268
iterations: 394500, training error: 0.03341580045491705
iterations: 395000, training error: 0.03341539919101897
iterations: 395500, training error: 0.03341499295972523
iterations: 396000, training error: 0.03341458544196975
iterations: 396500, training error: 0.033414193455048105
iterations: 397000, training error: 0.03341380495966469
iterations: 397500, training error: 0.03341342225374834
iterations: 398000, training error: 0.03341304437095719
iterations: 398500, training error: 0.033412654219579715
iterations: 399000, training error: 0.03341226971492677
iterations: 399500, training error: 0.033411904911683984
iterations: 400000, training error: 0.033411533780706174
iterations: 400500, training error: 0.03341116437163006
iterations: 401000, training error: 0.03341080907901353
iterations: 401500, training error: 0.033410453002986534
iterations: 402000, training error: 0.03341011090306015
iterations: 402500, training error: 0.03340976445339867
iterations: 403000, training error: 0.03340944607393164
iterations: 403500, training error: 0.03340913266629586
iterations: 404000, training error: 0.03340881248383027
iterations: 404500, training error: 0.03340849113696432
iterations: 405000, training error: 0.033408179231968926
iterations: 405500, training error: 0.033407858059229266
iterations: 406000, training error: 0.03340755182242361
iterations: 406500, training error: 0.03340724999031926
iterations: 407000, training error: 0.03340694116899263
iterations: 407500, training error: 0.03340663081020599
iterations: 408000, training error: 0.03340633276869664
iterations: 408500, training error: 0.03340603712223083
iterations: 409000, training error: 0.0334057504969015
iterations: 409500, training error: 0.033405447242922076
iterations: 410000, training error: 0.03340514624873045
iterations: 410500, training error: 0.0334048369620894
iterations: 411000, training error: 0.03340454249100104
iterations: 411500, training error: 0.033404254829863485
iterations: 412000, training error: 0.033403956498958165
iterations: 412500, training error: 0.03340366137870365
iterations: 413000, training error: 0.03340336021423698
iterations: 413500, training error: 0.033403071847790386
iterations: 414000, training error: 0.033402781150904774
iterations: 414500, training error: 0.0334024888587469
iterations: 415000, training error: 0.03340220735752954
iterations: 415500, training error: 0.033401934080871186
iterations: 416000, training error: 0.03340165337638265
iterations: 416500, training error: 0.03340138238745149
iterations: 417000, training error: 0.0334011198406952
iterations: 417500, training error: 0.033400853475451124
iterations: 418000, training error: 0.03340061113320955
iterations: 418500, training error: 0.033400369597202426
iterations: 419000, training error: 0.033400119916462995
iterations: 419500, training error: 0.03339987014336182
iterations: 420000, training error: 0.03339962376239736
iterations: 420500, training error: 0.03339938711120897
iterations: 421000, training error: 0.03339914758241101
iterations: 421500, training error: 0.033398917160601664
iterations: 422000, training error: 0.03339868504122225
iterations: 422500, training error: 0.033398466458251695
iterations: 423000, training error: 0.03339823916006567
iterations: 423500, training error: 0.03339800969389819
iterations: 424000, training error: 0.03339778266893518
iterations: 424500, training error: 0.03339754845236294
iterations: 425000, training error: 0.03339731171705306
iterations: 425500, training error: 0.03339707479111746
iterations: 426000, training error: 0.033396831976024194
iterations: 426500, training error: 0.03339658041026647
iterations: 427000, training error: 0.033396319444586424
iterations: 427500, training error: 0.03339606616777861
iterations: 428000, training error: 0.033395818509202285
iterations: 428500, training error: 0.033395572788745345
iterations: 429000, training error: 0.033395336985885156
iterations: 429500, training error: 0.03339510811150745
iterations: 430000, training error: 0.03339487823069665
iterations: 430500, training error: 0.03339465298354175
iterations: 431000, training error: 0.03339441679936113
iterations: 431500, training error: 0.03339418891293726
iterations: 432000, training error: 0.03339396690557345
iterations: 432500, training error: 0.03339373877268108
iterations: 433000, training error: 0.033393514341469664
iterations: 433500, training error: 0.033393293439519696
iterations: 434000, training error: 0.033393075087610684
iterations: 434500, training error: 0.0333928626157924
iterations: 435000, training error: 0.03339265497787581
iterations: 435500, training error: 0.03339244054077886
iterations: 436000, training error: 0.03339222633404369
iterations: 436500, training error: 0.03339200292351759
iterations: 437000, training error: 0.03339178129056306
iterations: 437500, training error: 0.03339156768334557
iterations: 438000, training error: 0.03339135723540491
iterations: 438500, training error: 0.03339115384053087
iterations: 439000, training error: 0.033390956767152084
iterations: 439500, training error: 0.033390771599106306
iterations: 440000, training error: 0.03339058417779727
iterations: 440500, training error: 0.0333903951469902
iterations: 441000, training error: 0.03339020618075155
iterations: 441500, training error: 0.03339001592736181
iterations: 442000, training error: 0.03338983153520274
iterations: 442500, training error: 0.03338963500121506
iterations: 443000, training error: 0.0333894391926558
iterations: 443500, training error: 0.03338924199461017
iterations: 444000, training error: 0.033389047715523854
iterations: 444500, training error: 0.03338886185122199
iterations: 445000, training error: 0.03338867945564733
iterations: 445500, training error: 0.03338849283394305
iterations: 446000, training error: 0.03338830230877857
iterations: 446500, training error: 0.03338810889716701
iterations: 447000, training error: 0.0333879111497235
iterations: 447500, training error: 0.03338770471687212
iterations: 448000, training error: 0.03338750393812975
iterations: 448500, training error: 0.03338730628110719
iterations: 449000, training error: 0.03338711250066517
iterations: 449500, training error: 0.03338692609046687
iterations: 450000, training error: 0.03338674704242468
iterations: 450500, training error: 0.03338656784851486
iterations: 451000, training error: 0.03338639021992124
iterations: 451500, training error: 0.03338621294121385
iterations: 452000, training error: 0.03338604316924495
iterations: 452500, training error: 0.03338587291862623
iterations: 453000, training error: 0.03338570272205202
iterations: 453500, training error: 0.03338553416400005
iterations: 454000, training error: 0.03338535531911858
iterations: 454500, training error: 0.03338518277027952
iterations: 455000, training error: 0.03338500275386986
iterations: 455500, training error: 0.03338482906610913
iterations: 456000, training error: 0.03338465874798563
iterations: 456500, training error: 0.03338448552561592
iterations: 457000, training error: 0.03338431170041935
iterations: 457500, training error: 0.033384145790834936
iterations: 458000, training error: 0.033383983959048937
iterations: 458500, training error: 0.03338381319511888
iterations: 459000, training error: 0.033383638160353155
iterations: 459500, training error: 0.03338346649012263
iterations: 460000, training error: 0.033383309413876634
iterations: 460500, training error: 0.033383155998140485
iterations: 461000, training error: 0.033382996595827184
iterations: 461500, training error: 0.0333828363553171
iterations: 462000, training error: 0.03338267819766544
iterations: 462500, training error: 0.033382520618391025
iterations: 463000, training error: 0.033382356157384246
iterations: 463500, training error: 0.03338220661989068
iterations: 464000, training error: 0.03338206272393311
iterations: 464500, training error: 0.0333819128094724
iterations: 465000, training error: 0.033381769684786115
iterations: 465500, training error: 0.033381621075018256
iterations: 466000, training error: 0.033381457502500676
iterations: 466500, training error: 0.03338130629214091
iterations: 467000, training error: 0.033381158929832996
iterations: 467500, training error: 0.03338101684663978
iterations: 468000, training error: 0.033380882212853104
iterations: 468500, training error: 0.033380753056562
iterations: 469000, training error: 0.033380622540378956
iterations: 469500, training error: 0.03338048611129512
iterations: 470000, training error: 0.03338034943440912
iterations: 470500, training error: 0.03338020582897407
iterations: 471000, training error: 0.03338006687667159
iterations: 471500, training error: 0.03337992571450391
iterations: 472000, training error: 0.033379785568278655
iterations: 472500, training error: 0.03337964556034386
iterations: 473000, training error: 0.03337951032219615
iterations: 473500, training error: 0.033379367020691324
iterations: 474000, training error: 0.03337922245272203
iterations: 474500, training error: 0.03337907866945844
iterations: 475000, training error: 0.03337893200496567
iterations: 475500, training error: 0.03337878271923979
iterations: 476000, training error: 0.03337863394889618
iterations: 476500, training error: 0.03337848582501532
iterations: 477000, training error: 0.03337834247850841
iterations: 477500, training error: 0.03337820060448923
iterations: 478000, training error: 0.03337806326772892
iterations: 478500, training error: 0.033377923000069296
iterations: 479000, training error: 0.03337778488669056
iterations: 479500, training error: 0.03337764853042861
iterations: 480000, training error: 0.03337750862441339
iterations: 480500, training error: 0.033377373884036554
iterations: 481000, training error: 0.033377232217721306
iterations: 481500, training error: 0.03337709433277845
iterations: 482000, training error: 0.033376961251497105
iterations: 482500, training error: 0.033376832833984724
iterations: 483000, training error: 0.03337670711843936
iterations: 483500, training error: 0.033376584969502146
iterations: 484000, training error: 0.03337646094337613
iterations: 484500, training error: 0.03337634084095281
iterations: 485000, training error: 0.033376223921908706
iterations: 485500, training error: 0.033376106440136354
iterations: 486000, training error: 0.03337598671863814
iterations: 486500, training error: 0.03337586810350479
iterations: 487000, training error: 0.03337575030621803
iterations: 487500, training error: 0.03337563226418913
iterations: 488000, training error: 0.033375513530590754
iterations: 488500, training error: 0.03337539789936588
iterations: 489000, training error: 0.03337527239205128
iterations: 489500, training error: 0.033375151422528254
iterations: 490000, training error: 0.03337503029823738
iterations: 490500, training error: 0.033374902063024105
iterations: 491000, training error: 0.033374769367005
iterations: 491500, training error: 0.03337463922126511
iterations: 492000, training error: 0.03337450452089505
iterations: 492500, training error: 0.03337437901344908
iterations: 493000, training error: 0.03337425783814964
iterations: 493500, training error: 0.03337413496026344
iterations: 494000, training error: 0.03337401384319846
iterations: 494500, training error: 0.03337390046426908
iterations: 495000, training error: 0.03337378824358062
iterations: 495500, training error: 0.03337367650686481
iterations: 496000, training error: 0.03337357040435532
iterations: 496500, training error: 0.03337346398187662
iterations: 497000, training error: 0.033373358280034175
iterations: 497500, training error: 0.03337325825478977
iterations: 498000, training error: 0.033373154782467634
iterations: 498500, training error: 0.033373049725978925
iterations: 499000, training error: 0.03337294354260748
iterations: 499500, training error: 0.03337283273166975
iterations: 500000, training error: 0.033372724533708285
Casa/Fora
Chance de o jogo ter um vencedor: 0.044
Chance de o jogo ter um vencedor: 1.000
Chance de o jogo ter um vencedor: 1.000
Chance de o jogo ter um vencedor: 0.000
Chance de o jogo ter um vencedor: 0.000
iterations: 500, training error: 0.1403623742303378
iterations: 1000, training error: 0.1403615686335089
iterations: 1500, training error: 0.1403607642253604
iterations: 2000, training error: 0.14035996900145725
iterations: 2500, training error: 0.14035917968291486
iterations: 3000, training error: 0.14035839822600876
iterations: 3500, training error: 0.14035761432549404
iterations: 4000, training error: 0.14035683880896846
iterations: 4500, training error: 0.14035606956193747
iterations: 5000, training error: 0.1403553071038139
iterations: 5500, training error: 0.14035454869356814
iterations: 6000, training error: 0.14035378547683267
iterations: 6500, training error: 0.1403530336209841
iterations: 7000, training error: 0.14035228307677575
iterations: 7500, training error: 0.14035153616459597
iterations: 8000, training error: 0.1403507912821917
iterations: 8500, training error: 0.1403500541141386
iterations: 9000, training error: 0.1403493180687112
iterations: 9500, training error: 0.1403485798029632
iterations: 10000, training error: 0.14034784564301944
iterations: 10500, training error: 0.14034711411485343
iterations: 11000, training error: 0.1403463861260105
iterations: 11500, training error: 0.1403456529231221
iterations: 12000, training error: 0.14034492778184995
iterations: 12500, training error: 0.14034420525368493
iterations: 13000, training error: 0.14034348087119916
iterations: 13500, training error: 0.1403427611090659
iterations: 14000, training error: 0.14034204401082706
iterations: 14500, training error: 0.1403413246638528
iterations: 15000, training error: 0.14034060364016246
iterations: 15500, training error: 0.1403398838651557
iterations: 16000, training error: 0.1403391582528972
iterations: 16500, training error: 0.14033843675842347
iterations: 17000, training error: 0.14033771898216763
iterations: 17500, training error: 0.14033699354105192
iterations: 18000, training error: 0.14033627432885326
iterations: 18500, training error: 0.1403355511869249
iterations: 19000, training error: 0.14033482475391817
iterations: 19500, training error: 0.1403340934702711
iterations: 20000, training error: 0.14033336662962276
iterations: 20500, training error: 0.1403326375148914
iterations: 21000, training error: 0.14033190444495672
iterations: 21500, training error: 0.1403311636328571
iterations: 22000, training error: 0.14033042590833117
iterations: 22500, training error: 0.1403296789057175
iterations: 23000, training error: 0.14032892950309936
iterations: 23500, training error: 0.14032817848336404
iterations: 24000, training error: 0.1403274291800139
iterations: 24500, training error: 0.1403266674696268
iterations: 25000, training error: 0.14032589758237868
iterations: 25500, training error: 0.1403251260633939
iterations: 26000, training error: 0.14032434648910946
iterations: 26500, training error: 0.14032356153281725
iterations: 27000, training error: 0.14032276242051936
iterations: 27500, training error: 0.14032196109185283
iterations: 28000, training error: 0.14032114964337639
iterations: 28500, training error: 0.14032032873738093
iterations: 29000, training error: 0.140319497771751
iterations: 29500, training error: 0.1403186582347403
iterations: 30000, training error: 0.1403178030031636
iterations: 30500, training error: 0.14031693610585047
iterations: 31000, training error: 0.14031606011869943
iterations: 31500, training error: 0.1403151625501423
iterations: 32000, training error: 0.1403142535723199
iterations: 32500, training error: 0.14031332962057874
iterations: 33000, training error: 0.14031238481297204
iterations: 33500, training error: 0.14031142379433426
iterations: 34000, training error: 0.1403104380315418
iterations: 34500, training error: 0.1403094290265337
iterations: 35000, training error: 0.14030839652614138
iterations: 35500, training error: 0.14030734105944107
iterations: 36000, training error: 0.14030625647250133
iterations: 36500, training error: 0.14030514408260797
iterations: 37000, training error: 0.14030399488940204
iterations: 37500, training error: 0.1403028110753486
iterations: 38000, training error: 0.1403015908173282
iterations: 38500, training error: 0.14030032761819336
iterations: 39000, training error: 0.14029902339737288
iterations: 39500, training error: 0.14029766988417816
iterations: 40000, training error: 0.14029626066777673
iterations: 40500, training error: 0.14029479820044338
iterations: 41000, training error: 0.14029327561803723
iterations: 41500, training error: 0.14029168237814824
iterations: 42000, training error: 0.14029001981239894
iterations: 42500, training error: 0.1402882763340415
iterations: 43000, training error: 0.14028644278686347
iterations: 43500, training error: 0.14028451702106284
iterations: 44000, training error: 0.14028247723323012
iterations: 44500, training error: 0.1402803292531835
iterations: 45000, training error: 0.1402780513439499
iterations: 45500, training error: 0.1402756353611163
iterations: 46000, training error: 0.14027305998381245
iterations: 46500, training error: 0.14027031649335972
iterations: 47000, training error: 0.14026737526030847
iterations: 47500, training error: 0.14026422480527337
iterations: 48000, training error: 0.14026083085469357
iterations: 48500, training error: 0.14025717073063937
iterations: 49000, training error: 0.14025320731141536
iterations: 49500, training error: 0.14024890630225617
iterations: 50000, training error: 0.1402442226224352
iterations: 50500, training error: 0.14023909741696422
iterations: 51000, training error: 0.1402334783275721
iterations: 51500, training error: 0.1402272893876665
iterations: 52000, training error: 0.1402204471591284
iterations: 52500, training error: 0.14021284975702838
iterations: 53000, training error: 0.1402043747930971
iterations: 53500, training error: 0.1401948786934103
iterations: 54000, training error: 0.14018418539656297
iterations: 54500, training error: 0.1401720784636894
iterations: 55000, training error: 0.14015830242569785
iterations: 55500, training error: 0.14014252370347816
iterations: 56000, training error: 0.14012434404972152
iterations: 56500, training error: 0.14010326117109315
iterations: 57000, training error: 0.1400786390337217
iterations: 57500, training error: 0.1400496650100593
iterations: 58000, training error: 0.14001533296129276
iterations: 58500, training error: 0.13997433609918372
iterations: 59000, training error: 0.13992500452995515
iterations: 59500, training error: 0.13986524240905904
iterations: 60000, training error: 0.13979239789256398
iterations: 60500, training error: 0.13970322929952164
iterations: 61000, training error: 0.1395940111715904
iterations: 61500, training error: 0.13946083976450263
iterations: 62000, training error: 0.13930053635213327
iterations: 62500, training error: 0.13911239315887206
iterations: 63000, training error: 0.13890070585852213
iterations: 63500, training error: 0.13867689132023583
iterations: 64000, training error: 0.13845842563574723
iterations: 64500, training error: 0.1382625168822334
iterations: 65000, training error: 0.13809770202267765
iterations: 65500, training error: 0.1379607341645796
iterations: 66000, training error: 0.13784126608388983
iterations: 66500, training error: 0.1377284946335136
iterations: 67000, training error: 0.13761453826458253
iterations: 67500, training error: 0.13749444886123094
iterations: 68000, training error: 0.13736495159028392
iterations: 68500, training error: 0.13722323535760342
iterations: 69000, training error: 0.13706617407418853
iterations: 69500, training error: 0.1368898927209696
iterations: 70000, training error: 0.13668932555213537
iterations: 70500, training error: 0.13645778282361487
iterations: 71000, training error: 0.13618652901655165
iterations: 71500, training error: 0.135864390609751
iterations: 72000, training error: 0.13547814823197638
iterations: 72500, training error: 0.13501470461101742
iterations: 73000, training error: 0.1344667303788771
iterations: 73500, training error: 0.1338403862465073
iterations: 74000, training error: 0.13315771247095445
iterations: 74500, training error: 0.13244954123453734
iterations: 75000, training error: 0.13175279365889675
iterations: 75500, training error: 0.13111069656557178
iterations: 76000, training error: 0.1305549717313489
iterations: 76500, training error: 0.13008415895349804
iterations: 77000, training error: 0.12967196632222655
iterations: 77500, training error: 0.12929310759215717
iterations: 78000, training error: 0.12893513161483972
iterations: 78500, training error: 0.12859376922348312
iterations: 79000, training error: 0.12826655304083903
iterations: 79500, training error: 0.12795087484918088
iterations: 80000, training error: 0.12764426032576298
iterations: 80500, training error: 0.12734430105062003
iterations: 81000, training error: 0.12704885055862034
iterations: 81500, training error: 0.12675606958344743
iterations: 82000, training error: 0.12646407423151254
iterations: 82500, training error: 0.1261711111617876
iterations: 83000, training error: 0.12587546604962868
iterations: 83500, training error: 0.12557540505355894
iterations: 84000, training error: 0.12526918954429372
iterations: 84500, training error: 0.1249550756397081
iterations: 85000, training error: 0.12463133310033193
iterations: 85500, training error: 0.12429600860337142
iterations: 86000, training error: 0.12394757598706291
iterations: 86500, training error: 0.12358426884840618
iterations: 87000, training error: 0.12320465242139308
iterations: 87500, training error: 0.12280709737195879
iterations: 88000, training error: 0.12239067573974023
iterations: 88500, training error: 0.12195426654963236
iterations: 89000, training error: 0.12149733117853218
iterations: 89500, training error: 0.12101922448469785
iterations: 90000, training error: 0.12051986732528532
iterations: 90500, training error: 0.1199999072295039
iterations: 91000, training error: 0.11945993738764006
iterations: 91500, training error: 0.11890086387009315
iterations: 92000, training error: 0.11832188666094676
iterations: 92500, training error: 0.11772085165939777
iterations: 93000, training error: 0.11709334061212376
iterations: 93500, training error: 0.11643098272960777
iterations: 94000, training error: 0.11572505052317794
iterations: 94500, training error: 0.11496948897161391
iterations: 95000, training error: 0.11416267528074625
iterations: 95500, training error: 0.11331316676185202
iterations: 96000, training error: 0.11243931609751183
iterations: 96500, training error: 0.11157308661567684
iterations: 97000, training error: 0.11075684351504786
iterations: 97500, training error: 0.11002435586708244
iterations: 98000, training error: 0.10939310736603566
iterations: 98500, training error: 0.10886316319047992
iterations: 99000, training error: 0.10842344990522913
iterations: 99500, training error: 0.10805967934625403
iterations: 100000, training error: 0.10775734457845848
iterations: 100500, training error: 0.10750451628454993
iterations: 101000, training error: 0.10729106180511758
iterations: 101500, training error: 0.10710952400407418
iterations: 102000, training error: 0.10695360455319368
iterations: 102500, training error: 0.10681850694673982
iterations: 103000, training error: 0.10670063331646959
iterations: 103500, training error: 0.10659686934117316
iterations: 104000, training error: 0.10650498012136143
iterations: 104500, training error: 0.10642307780378199
iterations: 105000, training error: 0.1063496323702085
iterations: 105500, training error: 0.10628326919523583
iterations: 106000, training error: 0.1062229828961598
iterations: 106500, training error: 0.10616811638800278
iterations: 107000, training error: 0.10611788638660767
iterations: 107500, training error: 0.10607175253041075
iterations: 108000, training error: 0.10602892324998052
iterations: 108500, training error: 0.10598923424626916
iterations: 109000, training error: 0.10595228454612374
iterations: 109500, training error: 0.10591786351939259
iterations: 110000, training error: 0.10588558947610494
iterations: 110500, training error: 0.10585533421667846
iterations: 111000, training error: 0.10582687616982027
iterations: 111500, training error: 0.10579996313076963
iterations: 112000, training error: 0.10577441270905229
iterations: 112500, training error: 0.10575011156221853
iterations: 113000, training error: 0.10572698504063989
iterations: 113500, training error: 0.10570476213748835
iterations: 114000, training error: 0.10568342019553825
iterations: 114500, training error: 0.10566300776486127
iterations: 115000, training error: 0.10564335707074836
iterations: 115500, training error: 0.10562441124508619
iterations: 116000, training error: 0.10560604613892062
iterations: 116500, training error: 0.10558845463839267
iterations: 117000, training error: 0.1055712944193949
iterations: 117500, training error: 0.10555455426478086
iterations: 118000, training error: 0.10553841141886224
iterations: 118500, training error: 0.10552257377050818
iterations: 119000, training error: 0.10550718113357134
iterations: 119500, training error: 0.1054921406986311
iterations: 120000, training error: 0.10547727175450432
iterations: 120500, training error: 0.10546256955936135
iterations: 121000, training error: 0.10544810636296774
iterations: 121500, training error: 0.105433801607958
iterations: 122000, training error: 0.10541973091117367
iterations: 122500, training error: 0.1054058161885297
iterations: 123000, training error: 0.10539198508424304
iterations: 123500, training error: 0.1053783332746888
iterations: 124000, training error: 0.10536473542266017
iterations: 124500, training error: 0.10535119603770732
iterations: 125000, training error: 0.10533775073861698
iterations: 125500, training error: 0.10532426266894324
iterations: 126000, training error: 0.10531086624129084
iterations: 126500, training error: 0.10529741736657665
iterations: 127000, training error: 0.10528390716860955
iterations: 127500, training error: 0.10527043938610556
iterations: 128000, training error: 0.1052568931271619
iterations: 128500, training error: 0.10524332160144571
iterations: 129000, training error: 0.1052296578864805
iterations: 129500, training error: 0.10521594580208474
iterations: 130000, training error: 0.10520221351096176
iterations: 130500, training error: 0.10518849254118515
iterations: 131000, training error: 0.10517475338369546
iterations: 131500, training error: 0.10516086342830241
iterations: 132000, training error: 0.10514697834113425
iterations: 132500, training error: 0.10513287219162856
iterations: 133000, training error: 0.10511877335069338
iterations: 133500, training error: 0.1051046547426798
iterations: 134000, training error: 0.10509050156428208
iterations: 134500, training error: 0.10507634991538523
iterations: 135000, training error: 0.10506218563556002
iterations: 135500, training error: 0.10504808788973498
iterations: 136000, training error: 0.10503395010534489
iterations: 136500, training error: 0.10501977256790344
iterations: 137000, training error: 0.10500565305035454
iterations: 137500, training error: 0.10499162064825207
iterations: 138000, training error: 0.1049776599968587
iterations: 138500, training error: 0.10496362664140875
iterations: 139000, training error: 0.1049496771266501
iterations: 139500, training error: 0.1049357245913107
iterations: 140000, training error: 0.10492191136953555
iterations: 140500, training error: 0.10490813998995294
iterations: 141000, training error: 0.10489450485378594
iterations: 141500, training error: 0.104881027238663
iterations: 142000, training error: 0.10486763515883998
iterations: 142500, training error: 0.10485433074990334
iterations: 143000, training error: 0.10484120328781345
iterations: 143500, training error: 0.10482815085210098
iterations: 144000, training error: 0.10481531826094108
iterations: 144500, training error: 0.10480254617066236
iterations: 145000, training error: 0.10478988552439862
iterations: 145500, training error: 0.10477732204761049
iterations: 146000, training error: 0.1047649001816404
iterations: 146500, training error: 0.10475260912018747
iterations: 147000, training error: 0.10474053329023154
iterations: 147500, training error: 0.10472854541876056
iterations: 148000, training error: 0.10471669727359337
iterations: 148500, training error: 0.10470491132087255
iterations: 149000, training error: 0.10469323045953614
iterations: 149500, training error: 0.1046816859486243
iterations: 150000, training error: 0.104670241293517
iterations: 150500, training error: 0.10465893168018883
iterations: 151000, training error: 0.10464767830022596
iterations: 151500, training error: 0.1046365643593258
iterations: 152000, training error: 0.10462546324369192
iterations: 152500, training error: 0.10461435520965609
iterations: 153000, training error: 0.10460342469198117
iterations: 153500, training error: 0.10459250500866261
iterations: 154000, training error: 0.10458149335472414
iterations: 154500, training error: 0.10457058673432951
iterations: 155000, training error: 0.10455969098081598
iterations: 155500, training error: 0.10454876056348966
iterations: 156000, training error: 0.10453776401961283
iterations: 156500, training error: 0.10452667181249965
iterations: 157000, training error: 0.10451542720520644
iterations: 157500, training error: 0.10450394454391024
iterations: 158000, training error: 0.10449228983789235
iterations: 158500, training error: 0.10448016867583299
iterations: 159000, training error: 0.10446758438169741
iterations: 159500, training error: 0.10445429316775802
